822		2014-05-12 00:00:00	丙烷	华锦化学	24.0	23.84	0.0	1	
823		2014-05-12 00:00:00	丙烷	塔山石化	23.0	22.82	0.0	1	
824		2014-05-12 00:00:00	丁烷	廊坊中信	22.0	22.08	0.0	1	
825		2014-05-12 00:00:00	丁烷	恒利液化	27.0	26.92	0.0	1	
834	JZ140528	2014-05-13 00:00:00	轻油	精细化工	200.0	225.64	1796.3499	11	
835	JZ140529	2014-05-13 00:00:00	轻油	精细化工	160.0	140.2	1116.162	7	
836		2014-05-13 00:00:00	丁烷	爱军化工	24.0	25.42	0.0	1	
837		2014-05-13 00:00:00	丙烷	华锦化学	24.0	23.96	0.0	1	
838		2014-05-13 00:00:00	丙烷	华锦化学	24.0	23.88	0.0	1	
839		2014-05-13 00:00:00	丙烷	沈阳双燃	22.0	22.2	0.0	1	
840		2014-05-13 00:00:00	丁烷	廊坊中信	27.5	28.12	0.0	1	
841		2014-05-13 00:00:00	液化气	爱军化工	16.0	16.14	0.0	1	
842	JZ140530	2014-05-14 00:00:00	轻油	精细化工	160.0	202.64	1607.1677	10	
